CÓDIGO,Departamento,Jurisdicción,Cat.,Nro.,Nombre,T,CALLE,Nº,CALLE2,Nº2,CALLE3,Nº3,BARRIO / LOCALIDAD,TELEFONO,COMENTARIO,CH,CA,JA,EA,CTR,JTR,ETR,Unnamed: 23,Ed. Especial,0,Unnamed: 26,0.1,Unnamed: 28,Ed. Especial.1,0.2,Unnamed: 31,0.3,direccion_completa,Latitud,Longitud,EstrategiaLatLong,Intento
CERRO LARGO - HABILITADO_001,CERRO LARGO,NINGUNA,HABILITADO,1,AGUSTIN DE LA ROSA,T,MIGUEL BARREIRO,1029,,,,,MELO,4642-6856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MIGUEL BARREIRO 1029,-32.36981203137045,-54.16142248433806,,1.0
CERRO LARGO - HABILITADO_002,CERRO LARGO,NINGUNA,HABILITADO,2,MARIA AUXILIADORA,D,LA ROSA,591,,,,,MELO,4642-2285,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LA ROSA 591,-32.37490870090123,-54.17184328429385,,1.0
CERRO LARGO - HABILITADO_003,CERRO LARGO,NINGUNA,HABILITADO,3,DAMASO ANTONIO LARRAÑAGA,T,EJIDO,621,,,,,MELO,4642-1162,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,EJIDO 621,-32.36313075645898,-54.16969220478085,,1.0
CERRO LARGO - HABILITADO_004,CERRO LARGO,NINGUNA,HABILITADO,4,SANTA ANGELA MERICI,D,JUAN PEDRO RAMIREZ,1242,,,,,RIO BRANCO,46753575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JUAN PEDRO RAMIREZ 1242,-32.369614999757225,-54.1479992369411,,1.0
CERRO LARGO - HABILITADO_005,CERRO LARGO,NINGUNA,HABILITADO,5,YVYNARA,D,RUTA 8 PADRON 16331,KM402,,,,,MELO,4643-0495,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 8 PADRON 16331 KM402,-32.3557915,-54.1593134,,3.0
CERRO LARGO - HABILITADO_006,CERRO LARGO,NINGUNA,HABILITADO,6,NTRA. SRA. DE LAS MERCEDES,T,EL FANAL,538,,,,,RIO BRANCO,4675-9575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,EL FANAL 538,-32.589151365658644,-53.37517551883944,,1.0
COLONIA - HABILITADO_001,COLONIA,NINGUNA,HABILITADO,1,SAN JUAN BAUTISTA,M,18 DE JULIO,240,,,,,COL. DEL SACRAMENTO,452-22953,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 240,-34.336453437249546,-57.79989883103701,,1.0
COLONIA - HABILITADO_002,COLONIA,NINGUNA,HABILITADO,2,SAN JOSE,D,18 DE JULIO,S/N,,,,,TARARIRAS,457-42037,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO S/N,-34.3277318317389,-57.79674664274961,,1.0
COLONIA - HABILITADO_003,COLONIA,NINGUNA,HABILITADO,3,MATER TER ADMIRABILIS,D,COLON y LUIS A. DE HERRERA,-,,,,,NUEVA HELVECIA,455-44073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,COLON y LUIS A. DE HERRERA -,-34.44697122840236,-57.845093152428475,,1.0
COLONIA - HABILITADO_004,COLONIA,NINGUNA,HABILITADO,4,MARIA AUXILIADORA,D,MERCEDES,215,,,,,JUAN LACAZE,458-62030,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MERCEDES 215,-34.3212591600553,-57.34892010496468,,1.0
COLONIA - HABILITADO_005,COLONIA,NINGUNA,HABILITADO,5,MISIONERAS DEL SAGRADO CORAZON,D,ITUZAINGO,S/N,,,,,ROSARIO,455-22280,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ITUZAINGO S/N,-34.47204603045002,-57.849268672293,,1.0
COLONIA - HABILITADO_008,COLONIA,NINGUNA,HABILITADO,8,ADVENTISTA AMIEL,T,Av. GILOMEN,1359,,,,,NUEVA HELVECIA,455-45833,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. GILOMEN 1359,-34.46177290747174,-57.842892136945515,,1.0
COLONIA - HABILITADO_009,COLONIA,NINGUNA,HABILITADO,9,C.E.N.I.,T,MARIA NIMMO y RUTA 21,683,,,,,COL. DEL SACRAMENTO,452-31198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MARIA NIMMO y RUTA 21 683,-34.46179303631189,-57.83969229390439,,1.0
COLONIA - HABILITADO_011,COLONIA,NINGUNA,HABILITADO,11,SAN GABRIEL,D,DANIEL FOSALBA,523,,,,,COL. DE SACRAMENTO,452-31849,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DANIEL FOSALBA 523,-34.46844408243751,-57.84343872213704,,1.0
COLONIA - HABILITADO_012,COLONIA,NINGUNA,HABILITADO,12,ESCUELA LOGOSÓFICA SABER,D,18 DE JULIO,1227,,,,,NUEVA HELVECIA,4554 5314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 1227,-34.368408446552465,-57.79361182421029,,1.0
COLONIA - HABILITADO_013,COLONIA,NINGUNA,HABILITADO,13,ESCUELA PITAGORAS,,"RUTA 50 KM 5,500  PARAJE ESTANZUELA",,,,,,,4520 34 05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"RUTA 50 KM 5,500  PARAJE ESTANZUELA",-34.4698592,-57.8433679,,4.0
COLONIA - HABILITADO_014,COLONIA,NINGUNA,HABILITADO,14,COLEGIO BILINGÜE DEL CARMEN,,URUGUAY,319,,,,,CARMELO,4542 63 99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,URUGUAY 319,-34.43350956735713,-57.70943889502617,,1.0
COLONIA - HABILITADO_015,COLONIA,NINGUNA,HABILITADO,15,CENTRO DE CULTURA LOGOSOFICA,,JOSE ENRIQUE RODO,316,,,,,,,,,,,,,,,,,,,,,,,,,JOSE ENRIQUE RODO 316,-34.44950148354952,-57.84364503821215,,1.0
COLONIA - HABILITADO_016,COLONIA,NINGUNA,HABILITADO,16,SEMILLA MAGNETICA JR.,,FEDERICO FISCHER ,6520,,,,,,,,,,,,,,,,,,,,,,,,,FEDERICO FISCHER  6520,-34.10424987609961,-57.94200185270997,,1.0
COLONIA - JARDIN_003,COLONIA,NINGUNA,JARDIN,3,GENTE MENUDA,-,MARIA NIMMO,683,,,,,COL. DE SACRAMENTO,4522 3641,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MARIA NIMMO 683,-34.46179303631189,-57.83969229390439,,1.0
COLONIA - ESPECIAL_002,COLONIA,NINGUNA,ESPECIAL,2,INSTITUTO TECNOLOGICO DE URUGUAY (I.T.U.),-,RIVADAVIA,531,,,,,COL. DE SACRAMENTO,452-31216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RIVADAVIA 531,-34.46935412476456,-57.84328792606212,,1.0
DURAZNO - HABILITADO_002,DURAZNO,NINGUNA,HABILITADO,2,SAN LUIS,T,WILSON FERREIRA ALDUNATE,732,,,,,DURAZNO,436-22028,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,WILSON FERREIRA ALDUNATE 732,-33.381901004779415,-56.521222477215865,,1.0
DURAZNO - HABILITADO_004,DURAZNO,NINGUNA,HABILITADO,4,MADRE CARMEN,D,FRANCISCO FONTEROSA,S/N,,,,,VILLA DEL CARMEN,436-54006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FRANCISCO FONTEROSA S/N,-33.338076383543815,-56.52274426996821,,1.0
DURAZNO - HABILITADO_006,DURAZNO,NINGUNA,HABILITADO,6,CARLOS SCAFFO,D,BATLLE Y ORDOÑEZ,691,,,,,DURAZNO,4362 67 56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BATLLE Y ORDOÑEZ 691,-33.38126811973578,-56.5212996986127,,1.0
FLORES - HABILITADO_001,FLORES,NINGUNA,HABILITADO,1,SAN JOSE,D,ALFREDO PUIG,391,,,,,TRINIDAD,4364 2464,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ALFREDO PUIG 391,-34.088302111670075,-56.235842378044715,,1.0
FLORES - HABILITADO_003,FLORES,NINGUNA,HABILITADO,3,BILINGÜE AMERICAN SCHOOL,D,ARTIGAS ,572,,,,,TRINIDAD,4364 5796,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ARTIGAS  572,-34.75936939082666,-55.6737716727802,,1.0
FLORES - HABILITADO_004,FLORES,NINGUNA,HABILITADO,4,GARDNER,D,FRANCISCO FONDAR,459,,,,,TRINIDAD,099 297 499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FRANCISCO FONDAR 459,-33.52580505548933,-58.23108598066425,,1.0
FLORIDA - HABILITADO_001,FLORIDA,NINGUNA,HABILITADO,1,Ntra. Sra. DEL HUERTO,T,Gral. FLORES,3458,,,,,FLORIDA,4352 2004 - 4352 6771,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Gral. FLORES 3458,-34.09857526125617,-56.21119013212933,,1.0
FLORIDA - HABILITADO_005,FLORIDA,NINGUNA,HABILITADO,5,SAN JOSE,T,REPUBLICA DE PARAGUAY,S/N,,,,,CASUPA,4311-2281,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,REPUBLICA DE PARAGUAY S/N,-34.101582306458226,-55.65650859863104,,1.0
FLORIDA - HABILITADO_006,FLORIDA,NINGUNA,HABILITADO,6,MIDLANDS COLLEGE,D,PUBLICA y CALLE 87,S/N,,,,,FLORIDA,435-21510,ANEXO 4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,PUBLICA y CALLE 87 S/N,-34.09763847905792,-56.2292711927463,,1.0
FLORIDA - HABILITADO_008,FLORIDA,NINGUNA,HABILITADO,8,SANTA TERESA DE AVILA,D,FAUSTINO LOPEZ,777,,,,,FLORIDA,4351 29 91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,FAUSTINO LOPEZ 777,-34.09891453964911,-56.21997553346563,,1.0
FLORIDA - HABILITADO_009,FLORIDA,NINGUNA,HABILITADO,9,GREEN SCHOOL,,FAUSTINO LOPEZ,777,,,,,FLORIDA,,,,,,,,,,,,,,,,,,,,FAUSTINO LOPEZ 777,-34.09891453964911,-56.21997553346563,,1.0
FLORIDA - JARDIN_001,FLORIDA,NINGUNA,JARDIN,1,CEN. DE ED. PREESCOLAR INTEGRAL,,RODO entre BATLLE Y ORDOÑEZ y GALLINAL,529,,,,,FLORIDA,4352 6092,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RODO entre BATLLE Y ORDOÑEZ y GALLINAL 529,-34.10128829703308,-56.21527580460425,,1.0
LAVALLEJA - HABILITADO_001,LAVALLEJA,NINGUNA,HABILITADO,1,COOP. Ntra. Sra. DEL VERDUN (CO.N.SE.VER.),T,JUAN ANTONIO LAVALLEJA,513,,,,,MINAS,444-27398,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JUAN ANTONIO LAVALLEJA 513,-33.4567030083982,-54.53607073478321,,1.0
LAVALLEJA - HABILITADO_002,LAVALLEJA,NINGUNA,HABILITADO,2,SAN JOSE,T,Av. ARTIGAS,1226,,,,,MINAS,444-22018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. ARTIGAS 1226,-33.933422764487844,-57.81045120430343,,1.0
LAVALLEJA - HABILITADO_004,LAVALLEJA,NINGUNA,HABILITADO,4,MARIA AUXILIADORA,D,DUBRA,S/N,,,,,BATLLE Y ORDOÑEZ,446-92099,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DUBRA S/N,-33.47219229370028,-55.14613316323228,,1.0
LAVALLEJA - HABILITADO_005,LAVALLEJA,NINGUNA,HABILITADO,5,LA PRESENTACION,M,MARIA COYA,S/N,,,,,JOSE PEDRO VARELA,445-59168,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MARIA COYA S/N,-33.4533102591647,-54.53086811363768,,1.0
LAVALLEJA - HABILITADO_007,LAVALLEJA,NINGUNA,HABILITADO,7,INSTITUTO DE EDUCACION INTEGRAL,D,25 DE MAYO,664,,,,,MINAS,444-22140,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE MAYO 664,-33.94153359010076,-57.8101260666912,,1.0
LAVALLEJA - HABILITADO_008,LAVALLEJA,NINGUNA,HABILITADO,8,BILINGÜE DE MINAS,D,DOMINGO PEREZ,580,,,,,MINAS,444-26080,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,DOMINGO PEREZ 580,-33.454146234754695,-54.529835354538044,,1.0
LAVALLEJA - ESPECIAL_001,LAVALLEJA,NINGUNA,ESPECIAL,1,CENTRO DESPERTAR,D,TREINTA Y TRES,437,,,,,MINAS,44426709,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,TREINTA Y TRES 437,-34.59732284237876,-55.46439121347488,,1.0
MALDONADO - HABILITADO_001,MALDONADO,NINGUNA,HABILITADO,1,HERMANAS CAPUCHINAS,T,Dr. EDYE,738,,,,,MALDONADO,42-223441,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Dr. EDYE 738,-34.90569071123306,-54.95717544013167,,1.0
MALDONADO - HABILITADO_002,MALDONADO,NINGUNA,HABILITADO,2,SAN FRANCISCO DE ASIS,D,SANABRIA y BUENOS AIRES,S/N,,,,,PIRIAPOLIS,4432 12 60,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SANABRIA y BUENOS AIRES S/N,-34.88603557709688,-55.22152243086713,,1.0
MALDONADO - HABILITADO_003,MALDONADO,NINGUNA,HABILITADO,3,Ntra. Sra. DEL ROSARIO,D,18 DE JULIO,770,,,,,SAN CARLOS,42-669194,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18 DE JULIO 770,-34.90961019193688,-54.95862853105241,,1.0
MALDONADO - HABILITADO_004,MALDONADO,NINGUNA,HABILITADO,4,VIRGEN DEL SANTANDER,D,25 DE MAYO,828,,,,,MALDONADO,442-21811,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE MAYO 828,-34.9091251555966,-54.959157590260254,,1.0
MALDONADO - HABILITADO_008,MALDONADO,NINGUNA,HABILITADO,8,INSTITUTO URUGUAYO ARGENTINO (I.U.A.),D,LA FORET y PASCUAL GATTAS,-,,,,,PUNTA DEL ESTE,42-483233 / 42-487948,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LA FORET y PASCUAL GATTAS -,-34.94321248674626,-54.936733112127335,,1.0
MALDONADO - HABILITADO_014,MALDONADO,NINGUNA,HABILITADO,14,INSTITUTO DE EDUCACIÓN PAN DE AZÚCAR,D,LEONARDO OLIVERA,718,,,,,PAN DE AZUCAR,443-48303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LEONARDO OLIVERA 718,-34.90419291678954,-54.95206996219834,,1.0
MALDONADO - HABILITADO_016,MALDONADO,NINGUNA,HABILITADO,16,JARDiN Y COLEGIO MALDONADO,D,Av. LAVALLEJA y18 DE JULIO,-,,,,,MALDONADO,42-22337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Av. LAVALLEJA y18 DE JULIO -,-34.90461870812096,-54.95883402128665,,1.0
MALDONADO - HABILITADO_017,MALDONADO,NINGUNA,HABILITADO,17,INTERNATIONAL BILINGUAL SCHOOL (I.B.S.),T,ISLANDIA y LUXEMBURGO,-,,,,,MÓNACO,42-233893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ISLANDIA y LUXEMBURGO -,-34.919799593645386,-54.953927978096765,,1.0
MALDONADO - HABILITADO_018,MALDONADO,NINGUNA,HABILITADO,18,PINARES DEL ESTE,D,LOS GLADIOLOS y LAS BEGONIAS,-,,,,,MALDONADO,442-27485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,LOS GLADIOLOS y LAS BEGONIAS -,-34.907414536688805,-54.97207004435446,,1.0
MALDONADO - HABILITADO_019,MALDONADO,NINGUNA,HABILITADO,19,INST. EDUCATIVO CAROLINO (I.E.C.),D,CURBELO,673,,,,,SAN CARLOS,42-663494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CURBELO 673,-34.79426965422911,-54.9156004234919,,1.0
MALDONADO - HABILITADO_021,MALDONADO,NINGUNA,HABILITADO,21,JOAQUiN TORRES GARCIA,D,MONTECARLO y SORRENTO,S/N,,,,,PIRIAPOLIS,443-26628,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MONTECARLO y SORRENTO S/N,-34.87551926643262,-55.11608158097005,,1.0
MALDONADO - HABILITADO_022,MALDONADO,NINGUNA,HABILITADO,22,INSTITUTO SAN CARLOS,D,RINCON,981,,,,,SAN CARLOS,426-69036,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RINCON 981,-34.905740192141494,-54.955347046522206,,1.0
MALDONADO - HABILITADO_024,MALDONADO,NINGUNA,HABILITADO,24,EL PRINCIPITO,D,RUTA 37 entre MAGALLANES y GABOTO ,S/N,,,,,PIRIAPOLIS,443-26162,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RUTA 37 entre MAGALLANES y GABOTO  S/N,-34.9087162,-54.9582718,,4.0
MALDONADO - HABILITADO_025,MALDONADO,NINGUNA,HABILITADO,25,WOODSIDE SCHOOL,D,SHAKESPEARE y CALDERON DE LA BARCA,S/N,,,,,PUNTA DEL ESTE,442-52558 / 442-27238,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SHAKESPEARE y CALDERON DE LA BARCA S/N,-34.91922231701257,-54.941908077052766,,1.0
MALDONADO - HABILITADO_026,MALDONADO,NINGUNA,HABILITADO,26,SAINT JOSEPH MARY COLLEGE,D,Bv. ARTIGAS y LOUVRE,S/N,,,,,PUNTA DEL ESTE,422-48979 / 422-48980,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Bv. ARTIGAS y LOUVRE S/N,-34.91965731311379,-54.94363788620477,,1.0
MALDONADO - HABILITADO_027,MALDONADO,NINGUNA,HABILITADO,27,SAINT CLARE'S COLLEGE,D,CALIFORNIA y LOS MEDANOS,S/N,,,,,PUNTA DEL ESTE,424-90200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CALIFORNIA y LOS MEDANOS S/N,-34.93461690857959,-54.91956021261082,,1.0
MALDONADO - HABILITADO_028,MALDONADO,NINGUNA,HABILITADO,28,BIARRITZ,D,SERAFIN J. GARCÍA,S/N,,,,,MALDONADO,4224 3107,PREESCOLAR MANITOS SUCIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SERAFIN J. GARCÍA S/N,-34.88766796200063,-54.94196768895901,,1.0
MALDONADO - HABILITADO_032,MALDONADO,NINGUNA,HABILITADO,32,PADRE PIO ,,SATURNO CASI VENUS,S/N,,,,,LAS MARIAS,4223 87 48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SATURNO CASI VENUS S/N,-34.876585913829025,-54.96999839171576,,1.0
MALDONADO - HABILITADO_033,MALDONADO,NINGUNA,HABILITADO,33,F.IN.IN.,,25 DE AGOSTO,840,,,,,SAN CARLOS,4266 5066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25 DE AGOSTO 840,-34.89636354159423,-54.96407254606507,,1.0
MALDONADO - HABILITADO_034,MALDONADO,NINGUNA,HABILITADO,34,LATINOAMERICANO,-,GUTIERREZ RUIZ,771,,,,,MALDONADO,42238495,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GUTIERREZ RUIZ 771,-34.903001315167515,-54.958191735594184,,1.0
MALDONADO - HABILITADO_035,MALDONADO,NINGUNA,HABILITADO,35,INSTITUTO FERNANDINO,T,RINCÓN,1128,,,,,MALDONADO,4224 28 97,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,RINCÓN 1128,-34.903193714406726,-54.95536160248463,,1.0
MALDONADO - HABILITADO_036,MALDONADO,NINGUNA,HABILITADO,36,OLIVOS,D,ESMERALDA ENTRE AMATISTA Y TURMALINA,,,,,,MALDONADO,4225 85 38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ESMERALDA ENTRE AMATISTA Y TURMALINA,-34.905421,-54.942048,,3.0
MALDONADO - HABILITADO_037,MALDONADO,NINGUNA,HABILITADO,37,INSITUTO GAIA,D,CALLE 30 ENTRE 48 Y 49,,,,,,BAL. BS. AS. RUTA 10,4277 4159,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CALLE 30 ENTRE 48 Y 49,-34.879177384528454,-54.98861954288857,,1.0
MALDONADO - HABILITADO_038,MALDONADO,NINGUNA,HABILITADO,38,EMY EDUCA SCHOOL,D,ZELMAR MICHELLINI Y LOS MIRLOS,,,,,,MALDONADO,4223 8390,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ZELMAR MICHELLINI Y LOS MIRLOS,-34.907320445991004,-54.96089860308596,,1.0
MALDONADO - HABILITADO_039,MALDONADO,NINGUNA,HABILITADO,39,LA COLMENA,D,CAMINO VECINAL EX RUTA 109 KM 23,,,,,,SIERRA DE ROCHA/ PUNTA DE ALFERES,4440 6714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,CAMINO VECINAL EX RUTA 109 KM 23,-34.9087162,-54.9582718,,4.0
MALDONADO - HABILITADO_040,MALDONADO,NINGUNA,HABILITADO,40,BLUE BLUE ELEFANTE,D,AVDA. JUANA DE AMERICA ENTRE R. RISO Y CAYETANO SILVA,,,,,,SAN CARLOS,4277 37 37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AVDA. JUANA DE AMERICA ENTRE R. RISO Y CAYETANO SILVA,-34.9016607775341,-54.87027366123903,,1.0
MALDONADO - HABILITADO_041,MALDONADO,NINGUNA,HABILITADO,41,INTERNATIONAL COLLEGE,D,BR. ARTIGAS Y AVDA. DEL MAR,,,,,,PUNTA DEL ESTE,4222 8888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,BR. ARTIGAS Y AVDA. DEL MAR,-34.90938741001126,-54.96302510817328,,1.0
MALDONADO - HABILITADO_042,MALDONADO,NINGUNA,HABILITADO,42,DREAMDAYS COLLEGE,D,MERCEDES entre PRADO Y LOUVRE,,,,,,PUNTA DEL ESTE,4224 9199,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,MERCEDES entre PRADO Y LOUVRE,-34.920629012120095,-54.9447881634131,,1.0
MALDONADO - CH_043,MALDONADO,NINGUNA,HABILITADO,43,COLEGIO MERAKI,D,CALLE N.º49 LA CABALLADA-BALNEARIO BUENOS AIRES,,,,,,BAL. BS. AS. ,99688486,,,,,,,,,,,,,,,,,,,CALLE N.º49 LA CABALLADA-BALNEARIO BUENOS AIRES,-34.8877770168338,-54.79379353777834,,1.0
MALDONADO - CH_044,MALDONADO,NINGUNA,HABILITADO,44,THE NEW SCHOOL,D,CAMINO AL CERRO EGUZQUIZA Y CAMINO VECINAL,,,,,,BARRA DE MALDONADO,98311068,,,,,,,,,,,,,,,,,,,CAMINO AL CERRO EGUZQUIZA Y CAMINO VECINAL,-34.87836394622126,-54.99079308061038,,1.0
MALDONADO - CH_045,MALDONADO,NINGUNA,HABILITADO,45,INSTITUTO EDUCACIÓN EVANGELICO (I.E.E),D,JOAQUIN DE VIANA,873,,,,,MALDONADO,4224 2292,,,,,,,,,,,,,,,,,,,JOAQUIN DE VIANA 873,-34.90802773877399,-54.963523091649634,,1.0
,MALDONADO,NINGUNA,HABILITADO,46,LUZ DEL SOL,D,CAMINO LUSSICH ,S/N,,,,,PUNTA BALLENA,098 06 16 06,,,,,,,,,,,,,,,,,,,CAMINO LUSSICH  S/N,-34.88452920535587,-55.02818071041292,,1.0
,MALDONADO,NINGUNA,HABILITADO,47,ESPACIO EDUCATIVO INTEGRAL SOL Y LUNA,,PELICANO ESQ. TEROS,,,,,,MALDONADO,4225 8099,,,,,,,,,,,,,,,,,,,PELICANO ESQ. TEROS,-34.901152292626975,-54.9671375082829,,1.0
,MALDONADO,NINGUNA,HABILITADO,48,BICHITOS DE LUZ,,ACUÑA DE FIGUEROA Y AVDA. ROOSEVELT,,,,,,MALDONADO,4224 4485,,,,,,,,,,,,,,,,,,,ACUÑA DE FIGUEROA Y AVDA. ROOSEVELT,-34.929713839360765,-54.94457158680894,,1.0
,MALDONADO,NINGUNA,HABILITADO,49,IKIGAI,,PEJERREYES ESQ. TIBURONES,,,,,,PUNTA DEL ESTE,099 909 198,,,,,,,,,,,,,,,,,,,PEJERREYES ESQ. TIBURONES,-34.89842745497661,-54.80889914963892,,1.0
,MALDONADO,NINGUNA,AUTORIZADO,1,GARZON SCHOOL,,GERARDO MATTOS RODRIGUEZ ESQ. CARLOS CARDEL,,,,,,MALDONADO,098 506 085,,,,,,,,,,,,,,,,,,,GERARDO MATTOS RODRIGUEZ ESQ. CARLOS CARDEL,-34.90751053155879,-54.86873965344463,,1.0
MALDONADO - JARDIN_006,MALDONADO,NINGUNA,JARDIN,6,SOMOS AMIGOS,-,ARAZA,853,,,,,MALDONADO,422-24818,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,ARAZA 853,-34.90813154233961,-54.96557527903004,,1.0
MALDONADO - JARDIN_008,MALDONADO,NINGUNA,JARDIN,8,RAYITO DE SOL,-,GUTIERREZ RUIZ,619,,,,,MALDONADO,422-22897,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,GUTIERREZ RUIZ 619,-34.902932205855386,-54.95473884084677,,1.0
MALDONADO - ESPECIAL_003,MALDONADO,NINGUNA,ESPECIAL,3,CADIM,-,AV. M. CHIOSSI Y BURNET,S/N,,,,,MALDONADO,4224 4857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,AV. M. CHIOSSI Y BURNET S/N,-34.905421,-54.942048,,3.0
MALDONADO - ESPECIAL_004,MALDONADO,NINGUNA,ESPECIAL,4,CRECIENDO JUNTOS,-,SAN CARLOS,779,Cno. A LA LAGUNA y PEZ AUSTRAL,S/N (*),,,MALDONADO,42-250314 / 42-246823(*),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SAN CARLOS 779,-34.90953784391742,-54.95456085716598,,1.0
MALDONADO - ESPECIAL_005,MALDONADO,NINGUNA,ESPECIAL,5,CEN. DE ESTUD. DEL NIÑO ESPECIAL (C.E.N.E.),-,JOAQUIN SUAREZ y PIEDRAS,S/N,,,,,SAN CARLOS,42-235755,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,JOAQUIN SUAREZ y PIEDRAS S/N,-34.90318235380166,-54.94950924658252,,1.0
